source,target
64073,76209
64133,2431
64133,53384
64133,62259
64133,64072
64133,64065
64133,64073
64133,64953
64133,81652
64133,90798
64133,117018
64133,126708
64133,127874
64133,131406
64133,131350
64233,65514
64596,5867
64596,53738
64596,127839
64596,67425
64596,92797
64596,66880
64596,58342
64596,67705
64596,64693
64596,66878
64647,3991
64647,6150
64647,90216
64647,132013
64647,93513
64647,87521
64693,57229
64904,29365
64904,33391
64904,56379
64904,88349
64904,61303
64904,89184
64933,32150
64933,41694
64933,49122
64933,61139
64933,100090
64933,67180
64933,98199
64953,29809
64953,62828
64953,64065
64953,64073
64953,130822
64953,133945
64953,81652
64953,131406
64953,90798
64953,64133
64953,61807
64953,76209
64953,44718
65004,43557
65004,62987
65004,110629
65004,43623
65084,73979
65084,79243
65153,10043
65153,15326
65153,32477
65153,37190
65153,79628
65153,68360
65383,37053
65383,65613
65383,126479
65383,65773
65383,70132
65383,71950
65383,87396
65383,65488
65383,37008
65383,86306
65383,65485
65404,58330
65485,65613
65485,70132
65485,140404
65485,87396
65485,130828
65485,87989
65488,65613
65488,65485
65488,65773
65488,70132
65488,87396
65488,93670
65488,126479
65488,129433
65488,130828
65488,139954
65514,64233
65514,65404
65514,67425
65514,127839
65559,28070
65595,122632
65613,65485
65613,65488
65613,70132
65613,65383
65613,68471
65613,65773
65635,67072
65635,71914
65635,146908
65635,124724
65635,67180
65737,34763
65737,35157
65737,37008
65737,65488
65737,129433
65737,104339
65737,123999
65737,131112
65737,89596
65773,34763
65773,65613
65773,65383
65773,65485
65773,65488
65773,126479
65773,129433
65773,130828
65773,87396
65773,70132
66026,1891
66026,41911
66026,124212
66026,132650
66026,107916
66026,88398
66026,107664
66026,85877
66067,2796
66067,27509
66067,57809
66067,4671
66067,48751
66067,7678
66131,2796
66131,46210
66131,52190
66131,136255
66131,88570
66131,39909
66131,7678
66131,85750
66252,66255
66255,10163
66255,66252
66505,16687
66505,21576
66505,29531
66505,32704
66505,38282
66505,40995
66505,44803
66505,61285
66505,78873
66505,98578
66505,111177
66505,115010
66505,133586
66526,48173
66526,98615
66526,53875
66526,57736
66526,71051
66526,126804
66568,131350
66568,122477
66568,12154
66568,82886
66568,96119
66814,2930
66814,5935
66814,5867
66814,24988
66814,56688
66814,107662
66814,94028
66814,100146
66814,110339
66814,4671
66827,91776
66847,26751
66847,48985
66847,61240
66847,61321
66847,62987
66847,27900
66847,101125
66847,121191
66878,57229
66878,58095
66878,65514
66878,66880
66878,67425
66878,67426
66880,64596
66880,66878
67072,12602
67072,46736
67072,65635
67072,148518
67072,146908
67072,70180
67072,67180
67072,111462
67072,86306
67072,77231
67102,96987
67425,64596
67425,65514
67425,66878
67425,143445
67426,66878
67449,1891
67449,5867
67449,6228
67449,48979
67449,51538
67449,1830
67449,88853
67449,72294
67449,149482
67449,148686
67449,73661
67449,138686
67449,91935
67449,88786
67449,88704
67449,93354
67449,72390
67449,86597
67449,50051
67613,1891
67613,5935
67613,30513
67613,55243
67613,59976
67613,61240
67613,64647
67613,69937
67613,85327
67613,83695
67613,4673
67613,77231
67613,86092
67613,70180
67613,88982
67615,8015
67615,20851
67615,29527
67615,39961
67615,48274
67615,51895
67615,68607
67615,79136
67615,96136
67615,113245
67615,113573
67615,120460
67615,131884
67705,57261
67705,57695
67705,127839
67712,41290
67712,52023
67712,55413
67712,58279
67712,69748
67712,104068
67801,3172
67801,22783
67801,79204
67801,68079
67915,2843
67915,5935
67915,8824
67915,26366
67915,36903
67915,51538
67915,56379
67915,61969
67915,71914
67915,34914
67915,3291
67915,126909
67915,69484
67915,99409
67915,85444
67915,121716
67915,50741
67915,39323
67915,31754
67915,102516
68039,5525
68039,9093
68039,80462
68039,106876
68039,100868
68079,57632
68079,67801
68079,143445
68079,79136
68150,2843
68150,22146
68150,26607
68150,35916
68150,45187
68150,49148
68150,100868
68150,106359
68150,98374
68150,107950
68150,100875
68150,100874
68150,118844
68150,115957
68150,114929
68150,43162
68150,108356
68260,1891
68260,35685
68260,37193
68260,53592
68260,124106
68260,72296
68260,4671
68260,61303
68260,88982
68360,2843
68360,15326
68360,37190
68360,65153
68408,51286
68408,122833
68408,117451
68408,35582
68408,73715
68408,124536
68471,2843
68471,51725
68471,51905
68471,59375
68471,65613
68471,65485
68471,144839
68471,69102
68471,141766
68471,8255
68471,90961
68471,131112
68551,123820
68551,106767
68551,88570
68551,86863
68574,11450
68574,15326
68574,37190
68574,61470
68574,82859
68574,87914
68574,12134
68596,2625
68596,2978
68596,3554
68596,6474
68596,27428
68596,46146
68596,50628
68596,71014
68596,84931
68596,135172
68596,147122
68601,2625
68601,13422
68601,50287
68601,26197
68601,86306
68601,93729
68607,52893
68607,67426
68607,67615
68607,120083
68607,143445
68607,78483
68607,79131
68607,86055
68607,82444
68607,77259
68619,40087
68619,45681
68619,72562
68619,73661
68619,75495
68619,79383
68619,88863
68619,129847
68619,132650
68619,138686
68758,3361
68758,6472
68758,13817
68758,18005
68758,48014
68758,94521
68758,97097
68758,4830
68833,85390
68833,138686
69102,2625
69102,37926
69102,68471
69102,89596
69102,120796
69102,139954
69102,142914
69102,144839
69127,2930
69127,4238
69127,8015
69127,27428
69127,35685
69127,46980
69127,50628
69127,26197
69127,70276
69127,112325
69127,108483
69127,84931
69127,88280
69127,129001
69127,12134
69135,90877
69135,71605
69206,83770
69306,7966
69306,11938
69306,12781
69306,38096
69306,43205
69306,49601
69306,94300
69306,125939
69306,77432
69340,25994
69375,120854
69375,124737
69375,49016
69375,106536
69416,53759
69416,23906
69484,6150
69484,12930
69484,33461
69484,40119
69484,42265
69484,46146
69484,57755
69484,63395
69484,65084
69484,74006
69484,74762
69484,77500
69484,78574
69484,85298
69484,85750
69484,85994
69484,88280
69484,88570
69484,90962
69484,108803
69484,110413
69484,132013
69484,133715
69497,1891
69497,5867
69497,5935
69497,34652
69497,88982
69497,106055
69596,15247
69596,27428
69596,39661
69596,45681
69596,93513
69596,106767
69596,83978
69596,100146
69596,79888
69651,22085
69651,54273
69651,57360
69651,20369
69706,10574
69706,44612
69706,47985
69706,7941
69706,76732
69706,139954
69706,141766
69706,143681
69706,89596
69706,103922
69706,8255
69739,56688
69739,85648
69739,75777
69739,78156
69748,67712
69748,111532
69748,128081
69795,2930
69795,28117
69795,28303
69795,29673
69795,30144
69795,132612
69795,114288
69795,113444
69795,132532
69795,138382
69917,11337
69917,24399
69917,24988
69917,32397
69917,35646
69917,38010
69917,45011
69917,47236
69917,48358
69917,53241
69917,62623
69917,74740
69917,81241
69917,102101
69917,106356
69917,110455
69917,119309
69917,135262
69937,1891
69937,5867
69937,5935
69937,25994
69937,33043
69937,33920
69937,54357
69937,67613
69937,84543
69937,72390
69937,110157
69937,39323
69937,123738
70033,1891
70033,6228
70033,5867
70033,29809
70033,43399
70033,46736
70033,53384
70033,64072
70033,64071
70033,103922
70033,85043
70033,44718
70033,110287
70033,140370
70033,43623
70033,78156
70033,86306
70033,1830
70033,111462
70132,2625
70132,37053
70132,65613
70132,65383
70132,65485
70132,65488
70132,139088
70132,76651
70132,87396
70132,131112
70132,130828
70132,8255
70265,80996
70276,48979
70276,88280
70318,15445
70318,20221
70318,25897
70318,48979
70318,50387
70318,120955
70318,140030
70318,107914
70318,4671
70318,12134
70318,149646
70318,50051
70318,49016
70318,107501
70318,107369
70318,70435
70318,110339
70318,11430
70385,21615
70385,69375
70385,87056
70385,104066
70396,85327
70422,40807
70422,43222
70422,7678
70422,42582
70422,124212
70422,11430
70422,88678
70422,85877
70435,7749
70435,16952
70435,20221
70435,22085
70435,27509
70435,59973
70435,108803
70669,106552
70757,16412
70757,73107
70757,78455
70881,25181
70881,48826
70881,50548
70881,66827
70881,112925
70881,145986
70881,73890
70881,111406
70881,130928
70881,132525
70881,96136
70881,48872
70881,73906
70881,100146
71017,7933
71017,39596
71017,44723
71017,126691
71017,56378
71017,27511
71017,110167
71017,133138
71017,71487
71017,86597
71017,107739
71051,33842
71051,35687
71051,45977
71051,52023
71051,77769
71051,86635
71051,149783
71226,29050
71226,59976
71226,63768
71226,56166
71226,85659
71226,90686
71414,2978
71414,24161
71414,26802
71414,27509
71414,43736
71414,48173
71414,49069
71414,50383
71414,70276
71414,97696
71414,108483
71414,129847
71414,72296
71414,43162
71414,129535
71414,107916
71414,108125
71414,107734
71414,90584
71414,132525
71414,59081
71414,85750
71414,130606
71414,7941
71414,76266
71414,50051
71414,56378
71414,149646
71414,89766
71426,53601
71426,53606
71426,35582
71426,109892
71426,74740
71487,62630
71487,97213
71487,73444
71487,23906
71605,72980
71605,108803
71657,18803
71914,1891
71914,6228
71914,5867
71914,8609
71914,5935
71914,25994
71914,26507
71914,65635
71914,67915
71914,76369
71950,2978
71950,6150
71950,15253
71950,33461
71950,42345
71950,44168
71950,49107
71950,61020
71950,63395
71950,65383
71950,76281
71950,76259
71950,86888
71950,83618
71950,92549
72024,2978
72024,46353
72024,99558
72024,99551
72024,99618
72067,45987
72067,84829
72104,50484
72104,88001
72104,88982
72171,148326
72171,88627
72171,111462
72171,131113
72171,77231
72268,2897
72268,5362
72268,7459
72268,10301
72268,13538
72268,20851
72268,24862
72268,26607
72268,27205
72268,28304
72268,44723
72268,48274
72268,48358
72268,50660
72268,58937
72268,91426
72268,111984
72268,88678
72268,124212
72287,39605
72287,39661
72287,50383
72287,123840
72287,119450
72287,72296
72287,111245
72294,7933
72294,40807
72294,55151
72294,67449
72294,88786
72294,91935
72294,88767
72294,107916
72294,108125
72294,73661
72296,31570
72296,72287
72296,72294
72296,85342
72296,73661
72296,78681
72296,114288
72296,72452
72296,72751
72296,88704
72366,15739
72366,24474
72366,56547
72390,20135
72390,53592
72390,69455
72390,69937
72390,88861
72390,61303
72399,35734
72399,44564
72399,50383
72399,149646
72399,7941
72399,68619
72399,90584
72399,50626
72399,131113
72399,10195
72448,20851
72448,31572
72448,86597
72448,110167
72448,111334
72448,129535
72448,133730
72448,143433
72452,39591
72452,40085
72452,45681
72452,50383
72452,57648
72452,85044
72452,123840
72452,143433
72478,23286
72478,39189
72478,53601
72478,126873
72478,80780
72562,22813
72562,34426
72562,47222
72562,89182
72562,68619
72562,72892
72562,149992
72562,88786
72562,84544
72562,72574
72562,79803
72574,34426
72574,55151
72574,72294
72574,72562
72574,75495
72574,88678
72574,88767
72574,89182
72574,88786
72574,111334
72574,149992
72603,50383
72603,56067
72603,75495
72603,85750
72603,87876
72603,107731
72603,129847
72744,7556
72744,39801
72744,62039
72744,68833
72744,72892
72744,132397
72744,11118
72744,85390
72744,124106
72744,130606
72744,77860
72744,105643
72744,88861
72744,88949
72744,56378
72751,25181
72751,39661
72751,44723
72751,44922
72751,60796
72751,79204
72751,111334
72751,124212
72751,130606
72892,1891
72892,6228
72892,5867
72892,25994
72892,72562
72892,136089
72892,149992
72927,29327
72927,49834
72927,142532
72927,82658
72927,97875
72927,76369
72928,33043
72928,44619
72928,65004
72928,72964
72928,112948
72928,112925
72928,112325
72928,96119
72928,117018
72928,55953
72964,32426
72980,71605
73049,12930
73049,24161
73049,48979
73049,21001
73051,1891
73051,6228
73051,5867
73051,8413
73051,5935
73051,25897
73051,25855
73051,25994
73051,46736
73051,61139
73051,63395
73051,142532
73051,125168
73051,77231
73051,76
73051,128081
73051,120460
73051,111462
73051,123655
73051,86306
73051,1830
73051,77259
73107,12993
73107,14051
73107,29660
73107,43078
73107,43751
73107,43739
73107,70757
73107,105527
73107,83371
73107,113276
73107,106876
73107,104172
73107,80462
73107,81787
73145,28304
73145,40807
73145,97844
73145,11430
73145,149646
73145,126691
73145,132778
73145,123840
73170,11936
73170,24208
73170,52050
73170,51952
73170,140924
73444,26309
73444,47985
73444,57755
73444,71487
73444,123636
73592,1891
73592,6228
73592,5867
73592,6771
73592,5935
73592,25994
73592,47236
73592,124724
73592,84942
73592,1830
73592,75750
73592,79373
73627,3126
73627,39661
73627,53824
73627,73712
73627,77003
73627,87876
73627,124212
73627,140855
73637,3126
73637,44568
73637,53520
73637,56688
73637,59976
73637,71014
73637,53085
73637,86597
73637,4671
73637,90962
73661,3126
73661,53592
73661,72296
73661,85659
73661,68619
73661,39926
73661,143483
73661,108803
73661,86597
73661,88786
73661,132397
73661,133730
73661,88861
73665,3126
73665,3568
73665,33892
73665,48358
73665,50660
73665,69416
73665,71487
73665,73757
73665,112940
73665,56372
73665,48874
73665,74006
73665,113410
73665,104430
73665,57736
73665,4671
73665,131406
73665,3130
73665,48751
73665,89766
73665,128062
73665,55953
73665,649
73665,62483
73665,83168
73665,129432
73665,26036
73675,3126
73675,7810
73675,23323
73675,59976
73675,74395
73675,141766
73675,149646
73675,130928
73675,86657
73675,62483
73675,143946
73699,3126
73699,48173
73699,53592
73699,69416
73699,108799
73699,11430
73699,105643
73699,10195
73699,50051
73704,3126
73712,3126
73712,50135
73712,77003
73712,74395
73712,115557
73712,74310
73712,112940
73712,73819
73715,3126
73715,40295
73715,134914
73715,25101
73718,3126
73718,3464
73718,22146
73718,31041
73718,44568
73718,46146
73718,48274
73718,53058
73718,55043
73718,61470
73718,116080
73718,96199
73718,68408
73718,48751
73718,129432
73718,4673
73718,109234
73718,79136
73718,86657
73718,109899
73757,3126
73757,13851
73757,43806
73757,49785
73757,70265
73757,73665
73757,113410
73757,93798
73757,112940
73757,85043
73757,129432
73757,74048
73757,86657
73757,36412
73819,3126
73819,28304
73819,39661
73819,39596
73819,40289
73819,58937
73819,132778
73819,132397
73819,50051
73819,130681
73819,86006
73819,107731
73819,105643
73819,133138
73853,3126
73853,49785
73853,73959
73853,79243
73853,86657
73853,99383
73853,115662
73853,123017
73853,127874
73890,10043
73906,1891
73906,6228
73906,5867
73906,36903
73906,38236
73906,70180
73906,77231
73906,1830
73906,88982
73906,60085
73959,3126
73959,9423
73959,63395
73959,73853
73959,115662
73959,31988
73959,115462
73959,86657
73959,36412
73959,89128
73979,3126
73979,65084
73979,131172
73979,74395
73979,115596
73979,115557
74006,45585
74006,12134
74030,3126
74030,93385
74030,129432
74030,109234
74030,128520
74030,104430
74048,3126
74048,73757
74048,78873
74048,129432
74048,75592
74048,104430
74048,140608
74048,128520
74048,79243
74048,115462
74048,36412
74048,115557
74054,3126
74054,43806
74054,73757
74054,31988
74054,115462
74054,115662
74054,86657
74054,93798
74054,36412
74084,39596
74084,43222
74084,60866
74084,107501
74084,86306
74084,11430
74253,44619
74253,114132
74253,124631
74310,3126
74310,79299
74310,112722
74310,115740
74310,128520
74310,134914
74315,3126
74315,74395
74315,114717
74352,8934
74352,21828
74352,43222
74352,46980
74352,48979
74352,49069
74352,53384
74352,129847
74352,87876
74352,74923
74352,88280
74352,88997
74352,63793
74352,124980
74352,88570
74352,89936
74352,81958
74352,107662
74352,107029
74352,49016
74352,123478
74352,107501
74352,107734
74352,79951
74352,48751
74352,85877
74352,79888
74395,3126
74395,73979
74395,74315
74395,85043
74395,129432
74395,104430
74395,73675
74395,128520
74395,79299
74395,74048
74494,35518
74494,47236
74494,48985
74494,55953
74494,114132
74590,3232
74590,6067
74590,30570
74590,45059
74590,63395
74590,97543
74590,129001
74590,148066
74639,32654
74740,109892
74762,10093
74762,5935
74762,50885
74784,37967
74784,77862
74784,97856
74818,88094
74923,112336
74923,108211
74923,7678
74923,11932
75013,40289
75013,40807
75013,56067
75013,58937
75013,60796
75013,69455
75013,7941
75013,107739
75013,107740
75013,90584
75013,108120
75013,132650
75013,111245
75013,93354
75013,132397
75013,107916
75013,50626
75144,40085
75144,53824
75144,58937
75144,90584
75144,121705
75144,134000
75144,41183
75144,110167
75144,107916
75144,133133
75202,4502
75202,6067
75202,16847
75202,62717
75202,63395
75202,144863
75202,132139
75202,135172
75202,96199
75202,121801
75202,96178
75202,81787
75202,57736
75381,9423
75381,63395
75381,96316
75381,125423
75381,129001
75381,102846
75381,101560
75381,95901
75475,9294
75475,44684
75475,49325
75475,50660
75475,63395
75475,88997
75475,128116
75475,31988
75475,143681
75475,96136
75475,130928
75475,4673
75475,54542
75475,4671
75475,59081
75475,62483
75495,34426
75495,56067
75495,72603
75495,90584
75495,89182
75495,129847
75495,68619
75495,116366
75495,72574
75495,149992
75495,107740
75495,88786
75495,149646
75495,147164
75495,42582
75498,16847
75498,117266
75498,132139
75498,117327
75498,96199
75498,81787
75498,102846
75529,48358
75529,52190
75529,98748
75529,110167
75529,143577
75532,3464
75532,29050
75532,44568
75532,59976
75532,144016
75592,40295
75592,31988
75592,74048
75613,11095
75613,39961
75613,44568
75613,50484
75613,12134
75613,57736
75750,3984
75750,15247
75750,25897
75750,26198
75750,37919
75750,45696
75750,45969
75750,55597
75750,101560
75750,123738
75777,39600
76018,7894
76018,8824
76018,27205
76018,33043
76018,40807
76018,47222
76018,50387
76018,120460
76018,104586
76018,7678
76070,39591
76070,41648
76070,42265
76070,112325
76070,115045
76070,147125
76070,93354
76084,110428
76109,1891
76109,6228
76109,5867
76109,11123
76109,5935
76109,21000
76109,25994
76109,47236
76109,56266
76109,70180
76109,1830
76109,108392
76109,86306
76109,77231
76109,88982
76109,86866
76209,29809
76209,61448
76209,90798
76209,122477
76209,81816
76255,5935
76255,70265
76255,71950
76255,76281
76255,89355
76255,80996
76259,50671
76259,71950
76259,76281
76266,84214
76281,71950
76281,76255
76281,76259
76354,144532
76354,31881
76369,25855
76369,25994
76369,69706
76369,143417
76467,42360
76467,51895
76467,73906
76467,130828
76467,127874
76467,50051
76467,131112
76467,61303
76467,131884
76467,100146
76467,107541
76467,62483
76629,16687
76629,18803
76629,39582
76629,46353
76629,69706
76629,76732
76629,19113
76629,140339
76629,100114
76629,23906
76629,139954
76629,101560
76629,140404
76629,100146
76651,6150
76651,32983
76651,65485
76651,68471
76651,70132
76651,76732
76651,139088
76651,129433
76651,37008
76651,8255
76651,89596
76651,126479
76651,4673
76651,130828
76651,73890
76651,65488
76732,32983
76732,44612
76732,51905
76732,68471
76732,69706
76732,70132
76732,76629
76732,144839
76732,142914
76732,131112
76732,8255
76732,139954
76732,143681
76732,76737
76737,5935
76737,32983
76737,36903
76737,51625
76737,51905
76737,68471
76916,8651
76916,16985
76916,24926
76916,41117
76916,50666
76966,22288
76966,46980
76966,68551
76966,68596
76966,57897
76966,106767
76966,56485
76966,88047
76966,139130
76966,126791
76966,107662
76968,128059
76968,62768
77003,7481
77003,15075
77003,45326
77003,73712
77003,80784
77003,88398
77003,106825
77003,112325
77003,132869
77020,22783
77020,52893
77020,143799
77020,143445
77020,79070
77020,78483
77020,107799
77020,88928
77020,82444
77023,3503
77023,15327
77023,29742
77023,49325
77023,133582
77023,140030
77069,4766
77069,5362
77069,41648
77069,44262
77069,52190
77069,56688
77069,56475
77069,57809
77069,89891
77069,109723
77069,97935
77069,108803
77069,27511
77069,57736
77069,120460
77069,98411
77069,6762
77124,1891
77124,5867
77124,5935
77124,46933
77124,145311
77124,120460
77124,93715
77177,7933
77177,24153
77177,25181
77177,33357
77177,38265
77177,39661
77177,44723
77177,57875
77177,88570
77177,108803
77177,113318
77177,120955
77177,149586
77231,86365
77231,86306
77258,9093
77258,12889
77258,27205
77258,57809
77258,129847
77258,98748
77258,120460
77258,87521
77258,89891
77258,48751
77258,86863
77258,7678
77258,3130
77258,91976
77259,57918
77259,79373
77261,49493
77261,72964
77261,85659
77262,39972
77262,55953
77262,7685
77262,68408
77262,79888
77262,150040
77312,46980
77312,85044
77312,149586
77312,85877
77312,129535
77312,126691
77312,143433
77312,88863
77312,42582
77330,43516
77330,63395
77330,96316
77330,132326
77330,124631
77330,117327
77432,7966
77432,18651
77432,22687
77432,39189
77432,43205
77432,44262
77432,69306
77432,103766
77500,64647
77500,71014
77500,75532
77500,84103
77500,78483
77677,35518
77677,42384
77677,44564
77677,104167
77721,39803
77721,48979
77721,55151
77721,55243
77721,58937
77721,69651
77721,72296
77721,74084
77721,149482
77721,88280
77721,90584
77721,149520
77721,100146
77721,107914
77721,132397
77721,50626
77721,106292
77721,78778
77721,12154
77721,128227
77721,108858
77732,27452
77732,73906
77769,71051
77860,5935
77860,61610
77860,91691
77860,104068
77862,12781
77862,39329
77862,98578
77862,74784
77982,6577
77982,38265
77982,48985
77982,101125
78055,46146
78055,78056
78056,5867
78056,78055
78139,17235
78139,31099
78139,45059
78139,63395
78139,88001
78139,148068
78139,148066
78139,132326
78139,147591
78139,78626
78139,96178
78139,78455
78290,3172
78290,40926
78290,46980
78290,62717
78290,68596
78290,120853
78290,89184
78290,93354
78291,3172
78291,42384
78291,47212
78291,50287
78291,72024
78291,76629
78291,112925
78291,131254
78291,145923
78291,144250
78291,101560
78291,140030
78291,145986
78291,131406
78291,96136
78291,133945
78291,99548
78291,99551
78291,73890
78291,126646
78291,100146
78300,3172
78300,39801
78300,48173
78300,59533
78300,88861
78300,116080
78300,57736
78300,111235
78300,649
78300,10195
78300,86888
78454,6537
78454,63395
78454,113500
78454,117266
78454,96199
78454,96316
78454,146183
78454,147591
78454,81787
78454,148068
78454,97543
78454,147453
78454,135172
78454,78455
78454,97408
78454,107541
78463,78139
78463,85265
78463,147453
78463,97543
78463,81787
78476,3172
78476,79070
78476,82444
78476,79136
78478,3172
78478,21984
78478,22288
78478,24440
78478,39801
78478,40587
78478,43222
78478,47222
78478,51286
78478,53824
78478,72296
78478,108803
78478,130606
78478,22295
78478,68619
78478,137956
78478,110167
78478,12198
78478,89184
78478,107501
78483,3172
78483,29527
78483,44568
78483,66827
78483,68607
78483,77020
78483,77500
78483,143577
78483,79131
78483,82925
78483,79070
78483,130928
78574,10163
78617,5935
78617,21970
78617,42345
78617,53058
78617,76259
78617,85298
78617,122063
78626,9423
78626,61104
78626,78139
78674,3172
78674,30570
78674,107541
78681,3172
78681,8077
78681,15445
78681,22146
78681,25181
78681,28304
78681,38128
78681,39596
78681,40807
78681,43399
78681,48979
78681,53520
78681,56688
78681,58500
78681,59976
78681,61633
78681,65004
78681,66827
78681,74084
78681,83978
78681,90961
78681,105643
78681,106292
78681,107739
78681,110178
78681,110167
78681,111462
78681,113500
78681,112948
78681,120972
78681,129001
78681,131112
78778,6658
78778,5935
78778,39974
78778,1830
78778,105919
78778,145635
78778,106292
78778,117451
78778,147043
78818,140370
78818,91976
78818,104213
78818,111076
78846,3072
78846,5867
78846,15236
78846,81241
78846,88627
78873,136255
78873,74048
78873,115557
78956,53669
78956,59976
78956,72892
78956,88861
78956,133138
78956,84433
78956,123820
78956,89184
78992,3172
78992,40807
78992,45011
78992,52050
78992,58937
78992,62630
78992,69416
78992,83168
78992,7941
78992,106055
78992,109234
78992,48734
78992,133586
79025,8066
79025,45499
79025,72296
79025,39926
79025,132778
79025,124001
79025,132397
79025,130681
79025,108858
79070,3172
79070,6763
79070,22783
79070,23121
79070,67801
79070,68079
79070,77020
79070,78476
79070,79136
79070,82444
79070,107799
79070,143799
79070,143445
79070,149882
79092,6577
79092,18673
79092,35685
79092,39961
79092,45696
79092,49069
79092,49148
79092,49834
79092,63395
79092,68596
79092,70396
79092,76467
79092,106552
79092,7678
79092,108803
79092,53085
79092,43162
79092,70435
79092,109234
79092,1395
79092,109899
79092,12154
79131,3172
79131,67801
79131,68607
79131,78483
79131,143445
79131,20369
79131,133138
79136,3172
79136,22783
79136,52893
79136,67801
79136,67615
79136,68079
79136,78476
79136,79204
79136,107799
79136,56166
79136,82444
79136,53339
79204,3172
79204,5867
79204,67801
79204,79136
79204,1830
79204,98411
79226,41067
79226,45499
79226,48979
79226,53592
79226,55151
79226,59533
79226,76259
79226,77721
79226,85673
79226,147064
79226,84931
79226,39926
79226,101628
79226,126691
79226,149646
79226,11430
79226,106826
79226,12198
79226,88861
79226,83618
79226,107740
79226,133730
79226,83168
79226,130606
79226,108803
79243,26309
79243,44177
79243,65084
79243,79299
79243,74048
79243,128520
79243,104430
79299,33391
79299,74395
79299,74310
79299,115557
79299,79243
79299,104430
79319,7933
79319,27428
79319,33357
79319,33892
79319,42265
79319,46353
79319,48274
79319,53241
79319,56266
79319,57918
79319,76109
79319,76629
79319,85659
79319,85750
79319,88570
79319,96136
79319,106356
79319,108483
79319,129847
79319,129779
79319,144250
79373,1891
79373,47236
79373,77259
79373,146135
79383,39596
79383,74084
79383,68619
79383,41183
79383,85877
79383,86597
79383,107731
79383,111245
79383,110167
79383,42582
79383,107501
79383,126691
79383,130856
79383,107916
79387,55939
79448,6839
79448,9093
79448,9364
79448,9423
79448,27428
79525,5935
79525,45798
79525,107541
79628,10043
79628,11938
79628,32477
79628,32576
79628,32620
79628,37190
79628,61470
79628,65153
79628,68574
79681,1891
79681,6228
79681,5867
79681,5935
79681,25994
79681,35734
79681,84544
79681,84493
79732,132650
79780,4645
79780,6067
79780,11645
79780,21970
79780,29077
79780,29050
79780,33293
79780,39961
79780,44261
79780,46146
79780,49107
79780,49148
79780,53241
79780,56688
79780,76259
79780,83695
79780,86657
79780,96316
79780,103327
79780,124631
79780,132326
79780,149520
79803,87973
79803,88997
79803,124174
79888,78617
79888,143417
79888,123926
79951,31289
79951,45977
79951,80976
79951,115348
80403,32426
80459,26751
80459,35918
80459,140924
80459,93797
80462,5525
80462,14280
80462,68039
80462,73107
80462,106876
80462,104167
80481,9716
80481,54975
80481,86866
80481,87384
80481,96136
80591,31355
80780,38090
80780,39189
80780,72478
80780,106876
80780,103095
80780,105527
80783,3558
80783,20135
80783,58937
80783,112325
80783,57897
80783,7685
80783,132397
80783,149646
80783,85750
80784,3558
80784,24862
80784,27629
80784,39801
80784,45681
80784,77003
80784,140855
80784,89184
80784,124001
80784,133133
80789,3558
80789,27428
80789,27629
80789,39801
80789,69455
80789,72296
80789,80784
80789,124001
80856,12241
80856,57192
80856,120796
80856,62337
80976,34652
80976,43468
80976,45977
80976,115890
80990,12241
80990,13613
80990,58792
80990,132013
80990,110123
80990,81071
80990,89936
80996,33461
80996,70265
80996,76255
80996,86635
80996,133715
81071,12241
81071,13613
81071,25662
81071,80990
81071,132013
81205,4238
81205,10213
81205,29809
81205,78455
81205,95241
81205,99937
81205,113500
81205,116202
81205,96316
81241,5935
81241,43809
81241,78846
81241,121800
81414,3558
81414,25181
81414,29730
81414,51905
81414,109998
81414,73890
81414,138423
81414,140030
81414,117903
81423,16587
81423,67705
81423,116080
81423,114649
81553,44261
81553,149520
81553,63793
81553,96119
81652,13944
81652,29809
81652,33708
81652,43399
81652,53384
81652,62259
81652,62828
81652,64072
81652,64065
81652,64073
81652,64953
81652,61807
81652,44718
81652,133945
81652,133727
81652,96485
81652,88019
81652,64133
81652,131350
81652,131406
81652,106055
81652,76209
81652,90798
81652,64071
81652,122477
81669,7724
81669,21828
81669,25855
81669,45987
81669,61448
81763,61633
81763,132525
81763,57736
81787,7032
81787,75202
81787,75498
81787,78454
81787,78455
81787,117266
81787,147453
81787,96316
81787,131832
81787,121801
81787,147591
81816,128202
81882,123474
81882,82134
81882,96448
82134,43885
82220,1891
82220,43171
82220,74818
82220,129771
82220,84544
82220,95433
82444,38236
82444,52893
82444,77020
82444,78476
82444,79070
82444,79136
82444,143799
82444,88928
82623,7966
82623,44262
82623,77862
82623,103766
82628,38096
82628,44262
82628,49122
82628,98136
82628,102516
82628,102505
82628,103766
82658,24268
82658,92483
82658,90112
82658,93715
82658,98615
82729,8413
82729,19734
82729,43078
82729,113273
82729,105527
82729,98870
82729,89945
82859,11450
82859,68574
82859,145285
82886,5935
82886,9423
82886,29077
82886,33708
82886,48985
82886,62828
82886,63395
82886,64072
82886,66568
82886,113500
82886,99383
82886,29093
82886,95241
82886,143946
82925,4972
82925,6537
82925,9855
82925,67426
82925,84090
82925,147043
82925,109892
82925,39244
82932,7966
82932,47236
82932,27511
82932,104800
83026,7966
83026,100701
83147,9914
83147,13381
83147,20334
83147,72390
83147,112859
83147,121801
83147,88625
83168,1891
83168,6228
83168,5867
83168,5935
83168,25994
83168,96458
83174,1891
83174,6228
